#depth	age	sigma_age	air_age	sigma_air_age	deporate	sigma_deporate	thinning	sigma_thinning	LID	sigma_LID	delta_depth	sigma_delta_depth	deporate_model	sigma_deporate_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
1.468000000000000000e+03	1.121181565273084016e+04	7.830344718338008825e+00	1.083199379216737907e+04	1.144364339440289484e+02	1.490102390689913014e-01	1.081826422756005518e-02	4.224900369064134575e-01	2.980570410615042409e-02	7.611042857142859930e+01	2.284893752763698771e+01	2.277069577980842041e+01	7.058664086541652338e+00	1.489399999999818647e-01	2.472246556245300542e-01	4.228999999999999981e-01	9.133130115406935812e-02	7.611042857142859930e+01	3.358862968406260974e-01	6.295534140369163367e-02	1.871545830080490087e-03	6.000845796473630589e-02	0.000000000000000000e+00
1.469000000000000000e+03	1.122769992843649743e+04	7.870886089260775265e+00	1.084865810973054067e+04	1.182737950198927308e+02	1.468216788194086353e-01	1.067086031836029722e-02	4.220723359634856453e-01	3.017268107392806140e-02	7.614900000000000091e+01	2.287404825934233799e+01	2.276006713926744851e+01	7.061521356564583130e+00	1.467499999999972715e-01	2.509556266414678660e-01	4.224999999999999867e-01	9.137483209392749384e-02	7.614900000000000091e+01	3.422715083435929895e-01	6.196936894938842588e-02	1.799169297261356791e-03	5.882356544492204492e-02	0.000000000000000000e+00
1.470000000000000000e+03	1.124383693316889548e+04	7.899677728565324131e+00	1.086565809931696458e+04	1.192249963073023906e+02	1.306091182794081318e-01	9.548478118440900317e-03	4.216546700458216890e-01	3.055225220720671209e-02	7.619071428571429294e+01	2.291794120760526354e+01	2.275036592292917703e+01	7.070166179395495298e+00	1.305429999999887514e-01	2.549514250625303236e-01	4.220999999999999752e-01	9.141836303378561568e-02	7.619071428571429294e+01	3.487581439072656719e-01	5.507194467307953423e-02	1.600144807364146200e-03	5.888533848959859318e-02	0.000000000000000000e+00
1.471000000000000000e+03	1.126199499905772973e+04	7.916268439721366512e+00	1.088264025524320823e+04	1.194971362694144261e+02	1.437483895501820985e-01	1.062244350570514320e-02	4.212370391511867651e-01	3.094384795465807830e-02	7.623571428571429465e+01	2.298045614368012579e+01	2.274163244585065513e+01	7.084529783122464508e+00	1.436729999999784013e-01	2.589911340713242915e-01	4.217000000000000193e-01	9.146189397364375140e-02	7.623571428571429465e+01	3.560570097456484673e-01	6.055214599687010202e-02	1.811127375954331518e-03	5.958380083516684467e-02	0.000000000000000000e+00
1.472000000000000000e+03	1.127850969037934919e+04	7.918299682713278109e+00	1.089942334034324085e+04	1.160182663645472019e+02	1.408453385677352065e-01	1.056104364327948957e-02	4.208194432773459392e-01	3.134691316940023398e-02	7.628442857142860589e+01	2.306083244862819370e+01	2.273399292279464134e+01	7.104367984574543549e+00	1.407689999999774955e-01	2.628808822561057856e-01	4.213000000000000078e-01	9.150542491350188712e-02	7.628442857142860589e+01	3.626951368023738076e-01	5.927045696428363125e-02	1.866189071468667441e-03	5.959897203422140355e-02	0.000000000000000000e+00
1.473000000000000000e+03	1.129538150226031030e+04	7.911484486050857967e+00	1.091620215322990953e+04	1.260295718545289247e+02	1.417503362116964427e-01	1.082835303435104347e-02	4.204018824220646655e-01	3.176090827542744910e-02	7.633671428571429374e+01	2.315912671810886181e+01	2.272740110110134992e+01	7.129674721490455447e+00	1.416709999999739011e-01	2.668015292568239327e-01	4.208999999999999964e-01	9.154895585336000896e-02	7.633671428571429374e+01	3.694766379161554259e-01	5.959210817735774435e-02	2.007930571480550600e-03	5.703894816743249746e-02	0.000000000000000000e+00
1.474000000000000000e+03	1.131216224774130205e+04	7.902210771868340089e+00	1.093373403332462294e+04	1.164759732704763309e+02	1.372152594633496980e-01	1.071916127835950000e-02	4.199843565831084535e-01	3.218531017142477191e-02	7.639285714285719564e+01	2.328074074112229752e+01	2.272193974488573076e+01	7.162017222643484615e+00	1.371359999999981483e-01	2.707780889557885873e-01	4.204999999999999849e-01	9.159248679321814468e-02	7.639285714285719564e+01	3.762213658634975810e-01	5.762826245909920958e-02	2.100620892079771689e-03	6.283111221641322908e-02	0.000000000000000000e+00
1.475000000000000000e+03	1.132951484449380223e+04	7.899508860365893170e+00	1.094964971529688592e+04	1.160408736558943872e+02	1.358849827905225238e-01	1.089532879023553946e-02	4.195668657582429240e-01	3.261961289736909492e-02	7.645285714285719791e+01	2.340946556042026927e+01	2.271760546854170570e+01	7.196608599450835086e+00	1.358040000000073633e-01	2.748429919933556009e-01	4.200999999999999734e-01	9.163601773307628040e-02	7.645285714285719791e+01	3.831957657421456998e-01	5.701283633303231430e-02	2.262838510364859404e-03	6.222951250926672673e-02	0.000000000000000000e+00
1.476000000000000000e+03	1.134705475417587149e+04	7.916616182405796565e+00	1.096571926107472063e+04	1.137158913000877334e+02	1.277745807612397366e-01	1.055545959120412873e-02	4.191655288361176290e-01	3.247290599294513219e-02	7.651699999999999591e+01	2.355579541438451585e+01	2.271448061898331616e+01	7.236516902540864216e+00	1.276960000000144646e-01	2.790614786450060780e-01	4.197000000000000175e-01	9.160845112354673581e-02	7.651699999999999591e+01	3.902452781380076896e-01	5.355869971659827505e-02	2.295283303595243088e-03	6.164184565677464922e-02	0.000000000000000000e+00
1.477000000000000000e+03	1.136572585719538802e+04	7.968852838384280268e+00	1.098194200699261637e+04	1.258485522753714605e+02	1.151649681367040434e-01	9.702681192218599870e-03	4.187714736559095541e-01	3.207649831366444354e-02	7.658528571428570331e+01	2.363527638987956081e+01	2.271260084966820614e+01	7.256725104624177192e+00	1.150910000000067157e-01	2.840179134828728635e-01	4.193000000000000060e-01	9.154875172506571346e-02	7.658528571428570331e+01	3.977495413641447541e-01	4.822780342014341970e-02	2.147391079775818126e-03	5.822887510588452969e-02	0.000000000000000000e+00
1.478000000000000000e+03	1.138646078454193048e+04	8.079725728012924435e+00	1.099911561713331685e+04	1.167176721336688558e+02	1.175994865222490943e-01	9.638802864691204189e-03	4.183774081756889696e-01	3.169920337975433433e-02	7.665814285714290577e+01	2.363881667054225844e+01	2.271204132600860248e+01	7.255846186327940650e+00	1.175180000000182190e-01	2.904172639384318133e-01	4.188999999999999946e-01	9.148905232658469111e-02	7.665814285714290577e+01	4.060836296358401043e-01	4.920096837397044259e-02	1.957589487329746466e-03	6.254282185553450280e-02	0.000000000000000000e+00
1.479000000000000000e+03	1.140678558775310194e+04	8.213222636528877629e+00	1.101510466224403899e+04	1.214752625666950649e+02	1.161893722103244375e-01	9.320166113471277033e-03	4.179833323952549251e-01	3.134158018136786600e-02	7.673585714285709969e+01	2.366149831457352093e+01	2.271278473938627940e+01	7.259396411347202260e+00	1.161030000000096152e-01	2.967945705816510960e-01	4.184999999999999831e-01	9.142935292810366876e-02	7.673585714285709969e+01	4.142533947395102834e-01	4.856522098538403748e-02	1.736238524460991537e-03	5.997298148658752881e-02	0.000000000000000000e+00
1.480000000000000000e+03	1.142737645462676301e+04	8.345587881182087386e+00	1.103177883743447273e+04	1.178561364162191438e+02	1.312248340403126823e-01	1.037721949729965981e-02	4.176891241537546429e-01	3.101159248718108469e-02	7.681885714285719757e+01	2.370254979685374153e+01	2.271512123834440899e+01	7.267718885713277288e+00	1.311210000000073705e-01	3.028479879383969564e-01	4.182000000000000162e-01	9.136965352962264642e-02	7.681885714285719757e+01	4.208729482818326373e-01	5.481118599752000942e-02	1.796464770140073462e-03	6.232647705536666777e-02	0.000000000000000000e+00
1.481000000000000000e+03	1.144562090567814630e+04	8.444477352894610434e+00	1.104782338298309514e+04	1.193820218940683588e+02	1.274696862209540316e-01	1.000538468874845148e-02	4.172950290686699981e-01	3.069487397803249279e-02	7.690742857142859634e+01	2.376089807746716787e+01	2.271937578265374214e+01	7.280818820222724419e+00	1.273630000000025575e-01	3.086225603481462243e-01	4.178000000000000047e-01	9.130995413114162407e-02	7.690742857142859634e+01	4.235320747450233569e-01	5.319246641694725525e-02	1.646291729197102904e-03	6.055697338281671588e-02	0.000000000000000000e+00
1.482000000000000000e+03	1.146442056035408314e+04	8.518773741380194053e+00	1.106433675781242164e+04	1.231397408395386321e+02	1.330734198656468859e-01	1.043286132438121967e-02	4.169009236827856957e-01	3.039942786961434204e-02	7.700214285714289986e+01	2.383861641631335360e+01	2.272546959566443547e+01	7.299264435164499076e+00	1.329559999999787578e-01	3.143632576405357426e-01	4.173999999999999932e-01	9.125025473266060172e-02	7.700214285714289986e+01	4.262722829188082541e-01	5.547843165961535011e-02	1.681317040115441015e-03	6.019562103726004004e-02	0.000000000000000000e+00
1.483000000000000000e+03	1.148244558323388264e+04	8.559832670044864145e+00	1.108094926189109901e+04	1.200579517207753071e+02	1.461531711205132644e-01	1.151062579909125326e-02	4.165068079959007852e-01	3.012574442205850217e-02	7.710342857142859430e+01	2.393571052289666667e+01	2.273352498293684221e+01	7.323026447926851645e+00	1.460180000000264045e-01	3.197344450392273774e-01	4.169999999999999818e-01	9.119055533417957937e-02	7.710342857142859430e+01	4.288997355053013605e-01	6.087379078188365211e-02	1.876668654994474847e-03	6.094372283801174905e-02	0.000000000000000000e+00
1.484000000000000000e+03	1.149887301427038801e+04	8.571389139742221275e+00	1.109735784268387397e+04	1.274780369343216222e+02	1.323630628360361883e-01	1.052861673650349467e-02	4.161126820078142607e-01	2.987428525506343260e-02	7.721185714285709878e+01	2.405058298996279476e+01	2.274370629075633587e+01	7.351617289094486196e+00	1.322349999999801184e-01	3.251263795964974834e-01	4.166000000000000258e-01	9.113085593569855702e-02	7.721185714285709878e+01	4.312944449259004664e-01	5.507794907547186591e-02	1.784672422357681549e-03	5.817493779392945985e-02	0.000000000000000000e+00
1.485000000000000000e+03	1.151702910063136915e+04	8.559285453778771924e+00	1.111454737546072465e+04	1.246810496219140134e+02	1.362778688180161513e-01	1.101054303190628428e-02	4.157185457183251165e-01	2.964547860345575353e-02	7.732771428571429340e+01	2.418960483990461441e+01	2.275609219817192752e+01	7.386866012428294326e+00	1.361400000000116961e-01	3.307094241787268962e-01	4.162000000000000144e-01	9.107115653721753468e-02	7.732771428571429340e+01	4.339412964988436094e-01	5.665323743861835903e-02	1.981935636468423745e-03	6.181549153553748954e-02	0.000000000000000000e+00
1.486000000000000000e+03	1.153468034255877865e+04	8.530078406796343771e+00	1.113072455006792006e+04	1.196859375482248851e+02	1.452240505981090002e-01	1.196481258526807707e-02	4.153243991272322355e-01	2.943971462994334279e-02	7.745114285714289792e+01	2.434129434085524579e+01	2.277071859295369904e+01	7.425427638429187738e+00	1.450709999999730826e-01	3.360469618398054803e-01	4.158000000000000029e-01	9.101145713873651233e-02	7.745114285714289792e+01	4.365146974145036607e-01	6.031509155348239309e-02	2.303121377222140231e-03	6.239634873871711951e-02	0.000000000000000000e+00
1.487000000000000000e+03	1.155125994103477933e+04	8.496808781000162014e+00	1.114675112886962961e+04	1.286414782613507555e+02	1.409423927540313926e-01	1.188349217265164889e-02	4.149302422343346675e-01	2.925734089212318756e-02	7.758257142857139854e+01	2.450949364541817133e+01	2.278770602895701813e+01	7.468412053897989011e+00	1.407879999999863685e-01	3.412987618414841662e-01	4.153999999999999915e-01	9.095175774025548998e-02	7.758257142857139854e+01	4.389319953635720251e-01	5.848126116651698042e-02	2.448864454535514077e-03	5.784802609737996204e-02	0.000000000000000000e+00
1.488000000000000000e+03	1.156835943547202623e+04	8.470039883954362026e+00	1.116403780341089441e+04	1.310203128638925705e+02	1.496270371858316739e-01	1.294853985319664898e-02	4.145360750394314064e-01	2.909865806570318195e-02	7.772185714285710390e+01	2.470779778915375502e+01	2.280700506230823521e+01	7.519747753792461964e+00	1.494569999999839638e-01	3.464795306760667382e-01	4.149999999999999800e-01	9.089205834177446763e-02	7.772185714285710390e+01	4.414252299428794157e-01	6.202580471479371416e-02	2.847840529532237423e-03	5.916932001876561847e-02	0.000000000000000000e+00
1.489000000000000000e+03	1.158448175753778924e+04	8.467137528476811781e+00	1.118093845394537493e+04	1.314224123104413025e+02	1.367050491775524956e-01	1.218128469465625842e-02	4.141418975423214466e-01	2.896391602723377701e-02	7.786857142857139991e+01	2.492193437963339164e+01	2.282848175222738973e+01	7.575299898231626194e+00	1.365440000000148757e-01	3.517484838326320751e-01	4.146000000000000241e-01	9.083235894329344529e-02	7.786857142857139991e+01	4.437761124046017414e-01	5.661528847000796283e-02	2.849150302684404831e-03	5.946368574614059599e-02	0.000000000000000000e+00
1.490000000000000000e+03	1.160214483101183396e+04	8.509715071655461927e+00	1.119775544043809168e+04	1.285739167286626241e+02	1.278875711538073334e-01	1.118790045797361452e-02	4.137477097428036155e-01	2.885331039694735700e-02	7.802257142857139627e+01	2.516447947601516688e+01	2.285208724187600637e+01	7.638707860035614416e+00	1.277299999999854663e-01	3.574836387235160173e-01	4.142000000000000126e-01	9.077265954481242294e-02	7.802257142857139627e+01	4.463518009961437993e-01	5.291318966945762065e-02	2.528278459782787920e-03	6.248286977295571670e-02	0.000000000000000000e+00
1.491000000000000000e+03	1.162104371059643017e+04	8.603732857774689435e+00	1.121375982697849395e+04	1.252926895792635520e+02	1.211515865581717366e-01	1.026094549898441850e-02	4.133535116406770182e-01	2.876697963531369556e-02	7.818314285714289724e+01	2.560071754008888334e+01	2.287760384649072876e+01	7.757707264256143098e+00	1.209949999999935244e-01	3.635916930618356413e-01	4.138000000000000012e-01	9.071296014633140059e-02	7.818314285714289724e+01	4.491078838328210754e-01	5.007843374465972830e-02	2.159051806566618988e-03	6.460720391461492740e-02	0.000000000000000000e+00
1.492000000000000000e+03	1.164101238623630343e+04	8.724998004837177135e+00	1.122923797708264647e+04	1.266233933321512808e+02	7.735984791741037925e-02	6.336285529270728467e-03	4.129593032357405380e-01	2.870500277564305008e-02	7.834914285714289406e+01	2.604857834559704699e+01	2.290468809598473854e+01	7.879689799873861311e+00	7.725370000002840243e-02	3.716497046447173047e-01	4.133999999999999897e-01	9.065326074785037824e-02	7.834914285714289406e+01	4.520201922342915735e-01	3.194646889439664572e-02	1.216492167388556365e-03	6.323489174560283088e-02	0.000000000000000000e+00
1.493000000000000000e+03	1.167231475030369438e+04	8.901575394563554511e+00	1.124505203119731232e+04	1.387110340805429587e+02	8.078023460296672453e-02	6.464887954237426813e-03	4.125650845277931689e-01	2.866739785980242788e-02	7.851971428571430067e+01	2.652772793053943445e+01	2.293308218860670422e+01	8.010351616370686045e+00	8.066170000000738582e-02	3.812860293297402614e-01	4.129999999999999782e-01	9.059356134936935590e-02	7.851971428571430067e+01	4.503211091630932583e-01	3.332710431714792920e-02	1.152000491359371189e-03	5.692829135091063975e-02	0.000000000000000000e+00
1.494000000000000000e+03	1.170232035746607471e+04	9.008030647602300434e+00	1.126261798963853653e+04	1.412885356788595459e+02	7.298216290687727092e-02	5.828914363435831920e-03	4.121708555166339050e-01	2.865412112544161657e-02	7.869314285714290236e+01	2.708304141307207757e+01	2.296227658339626032e+01	8.162660544409492402e+00	7.286790000000564760e-02	3.912285828131006893e-01	4.126000000000000223e-01	9.053386195088833355e-02	7.869314285714290236e+01	4.472575672330990626e-01	3.008112052278194906e-02	1.043694146899750569e-03	6.238874799670506011e-02	0.000000000000000000e+00
1.495000000000000000e+03	1.173556379995162388e+04	9.035161997849781912e+00	1.127864652093800760e+04	1.390215109743531343e+02	7.352017476787883754e-02	6.002051317599990145e-03	4.117766162020616294e-01	2.866506697190697103e-02	7.886814285714289952e+01	2.761689705543929918e+01	2.299188999026159763e+01	8.308444160042011362e+00	7.339749999999867214e-02	4.016479924373242971e-01	4.122000000000000108e-01	9.047416255240731120e-02	7.886814285714289952e+01	4.438630675381503576e-01	3.027388878850133941e-02	1.176425321700086315e-03	6.106979415498776931e-02	0.000000000000000000e+00
1.496000000000000000e+03	1.176859556560902456e+04	8.996931306694536445e+00	1.129502122816990232e+04	1.427280018371105257e+02	7.564016910070676947e-02	6.444324604356677956e-03	4.114822651673099574e-01	2.870703812861531701e-02	7.904271428571429681e+01	2.818210279351321645e+01	2.302135360997090174e+01	8.462958498148621445e+00	7.550629999997227060e-02	4.118933606521196222e-01	4.118999999999999884e-01	9.041446315392628885e-02	7.904271428571429681e+01	4.404897906077905323e-01	3.112458811919718848e-02	1.429266842628349257e-03	6.136738311252203787e-02	0.000000000000000000e+00
1.497000000000000000e+03	1.180072450483129796e+04	8.975945169688538172e+00	1.131131652950557145e+04	1.472236645675152147e+02	6.736195960530348692e-02	6.104642834210967199e-03	4.110880065419569296e-01	2.876589056805752345e-02	7.921514285714289372e+01	2.876496435909173144e+01	2.305039813259122639e+01	8.622270018830398897e+00	6.723560000000361470e-02	4.226243263345927370e-01	4.114999999999999769e-01	9.035476375544526650e-02	7.921514285714289372e+01	4.372083369898312477e-01	2.769169369090403870e-02	1.529661604449333119e-03	5.937140577611535464e-02	0.000000000000000000e+00
1.498000000000000000e+03	1.183683641662557238e+04	9.130802257903351205e+00	1.132815965435545149e+04	1.535764515535736621e+02	6.977958896372307707e-02	6.045984651512533933e-03	4.106937376126046924e-01	2.884829479945454425e-02	7.938314285714290008e+01	2.938368459283943679e+01	2.307809725297488512e+01	8.791643357963438987e+00	6.963889999997263658e-02	4.318120459050108773e-01	4.111000000000000210e-01	9.029506435696424416e-02	7.938314285714290008e+01	4.335196472568673132e-01	2.865804020058269203e-02	1.387935402196050850e-03	5.857359634974194235e-02	0.000000000000000000e+00
1.499000000000000000e+03	1.187173063803781224e+04	9.426477845778942211e+00	1.134523219321799661e+04	1.616496108608108955e+02	7.223853262754353910e-02	5.957705084251824039e-03	4.102994583790520178e-01	2.895391271650440621e-02	7.954485714285709719e+01	3.002827128144230784e+01	2.310390936959834107e+01	8.968343737982976904e+00	7.208259999998745116e-02	4.402514648814511156e-01	4.107000000000000095e-01	9.023536495848322181e-02	7.954485714285709719e+01	4.299547922377331410e-01	2.963943081117859091e-02	1.198271424956792080e-03	5.519271187722184918e-02	0.000000000000000000e+00
1.500000000000000000e+03	1.190546947757122325e+04	9.672876350513282873e+00	1.136335052743256711e+04	1.784040363685930117e+02	7.302760895753049319e-02	5.904085626229422373e-03	4.099051688410977889e-01	2.908235524883214657e-02	7.969828571428570285e+01	3.072567504292838692e+01	2.312721957349481272e+01	9.160441783673869409e+00	7.285980000000336076e-02	4.485092138049388000e-01	4.102999999999999980e-01	9.017566556000219946e-02	7.969828571428570285e+01	4.258497148165856783e-01	2.993439437979820289e-02	1.100756979612288466e-03	4.986496630833256449e-02	0.000000000000000000e+00
1.501000000000000000e+03	1.193887586579850176e+04	9.796382901232744800e+00	1.138340468717703880e+04	1.934064799528338767e+02	6.763106201062298040e-02	5.537577527420200520e-03	4.095108689985411110e-01	2.923318634294989893e-02	7.984128571428570353e+01	3.151007202829286058e+01	2.314738886294685472e+01	9.377695491386610627e+00	6.746590000000196596e-02	4.570595311947603934e-01	4.098999999999999866e-01	9.011596616152117711e-02	7.984128571428570353e+01	4.217190461157412362e-01	2.769565497526443876e-02	1.069371130087239325e-03	4.987725682438924613e-02	0.000000000000000000e+00
1.502000000000000000e+03	1.197498261253885175e+04	9.786213415388825609e+00	1.140345390527098607e+04	1.963146355006715282e+02	7.613259802340635596e-02	6.507898806712667829e-03	4.091165588511808116e-01	2.940592733717532770e-02	7.997214285714289872e+01	3.231503127538841369e+01	2.316392200443465299e+01	9.600809044137886161e+00	7.593589999999039719e-02	4.654511083841787467e-01	4.094999999999999751e-01	9.005626676304015477e-02	7.997214285714289872e+01	4.172537771983067523e-01	3.114710651973621666e-02	1.411383664543694591e-03	4.928095622477361021e-02	0.000000000000000000e+00
1.503000000000000000e+03	1.200708832352572426e+04	9.710003456938702371e+00	1.142374571932262370e+04	1.948510095611136990e+02	7.335438134895488904e-02	6.680302834010434440e-03	4.088221460591431322e-01	2.960729703537739663e-02	8.008914285714290315e+01	3.306550116729626154e+01	2.317632746238496111e+01	9.808853744307523215e+00	7.315490000002000670e-02	4.735042873073697645e-01	4.092000000000000082e-01	8.999656736455913242e-02	8.008914285714290315e+01	4.132826956563911414e-01	2.998889560592052014e-02	1.639858275500187231e-03	5.401440986718948623e-02	0.000000000000000000e+00
1.504000000000000000e+03	1.204043399964333912e+04	9.691426081623427891e+00	1.144225929750405339e+04	1.816561930834196517e+02	6.613096056477607565e-02	6.416310937775648524e-03	4.084278165983386555e-01	2.982233459696951444e-02	8.019085714285719746e+01	3.321143275702727493e+01	2.318425373088098240e+01	9.843334239719036205e+00	6.594519999998738058e-02	4.815727765667673910e-01	4.087999999999999967e-01	8.993686796607811007e-02	8.019085714285719746e+01	4.091576305295303584e-01	2.700972383302232757e-02	1.716894573430056102e-03	5.364683199542840536e-02	0.000000000000000000e+00
1.505000000000000000e+03	1.207745770289118082e+04	9.952156349759796683e+00	1.146089972719587968e+04	1.837386804486425547e+02	6.652216376706258927e-02	5.978853635439741743e-03	4.080334768321441929e-01	3.005764296011045195e-02	8.027614285714290077e+01	3.337945005435642543e+01	2.318728179952745450e+01	9.882640728835371036e+00	6.635899999997718623e-02	4.853281327170909099e-01	4.083999999999999853e-01	8.987716856759708772e-02	8.027614285714290077e+01	4.045771000348774016e-01	2.714326976827183616e-02	1.379957213171614057e-03	5.491845954350048353e-02	0.000000000000000000e+00
1.506000000000000000e+03	1.211429924808957549e+04	1.032797851789788979e+01	1.147910854092285444e+04	1.742901895321726613e+02	6.709531876576715903e-02	5.766805561850944090e-03	4.076391267603585722e-01	3.031262087045134487e-02	8.034385714285710378e+01	3.356475845760300558e+01	2.318513387379766755e+01	9.926956185374921304e+00	6.695450000000846558e-02	4.890587450820020332e-01	4.079999999999999738e-01	8.981746916911606538e-02	8.034385714285710378e+01	4.002329217784096893e-01	2.735067715138522412e-02	1.149068106862746567e-03	5.936364644595380075e-02	0.000000000000000000e+00
1.507000000000000000e+03	1.215086141415460588e+04	1.058985068372242999e+01	1.149595386731146209e+04	1.697314362728770618e+02	6.506143659119645317e-02	5.571753313460920884e-03	4.072447663827808428e-01	3.058664863377278526e-02	8.039357142857140559e+01	3.375486843313684204e+01	2.317769954123923526e+01	9.972673004830303611e+00	6.494820000000345317e-02	4.928337920825041629e-01	4.076000000000000179e-01	8.975776977063504303e-02	8.039357142857140559e+01	3.964783025164428376e-01	2.649592954510991000e-02	1.050380139936768400e-03	5.530866686151828665e-02	0.000000000000000000e+00
1.508000000000000000e+03	1.218860306040624891e+04	1.065291678265456277e+01	1.151403421631903802e+04	1.806779958430795716e+02	6.919408154856827864e-02	6.156624851275251109e-03	4.068503956992097770e-01	3.087909276066817810e-02	8.042514285714290168e+01	3.397390211433902607e+01	2.316495208564151653e+01	1.002671497804707279e+01	6.909810000001925800e-02	4.965547394820908900e-01	4.072000000000000064e-01	8.969807037215402068e-02	8.042514285714290168e+01	3.926039017369681861e-01	2.815163945807839380e-02	1.261097490836447311e-03	5.539232147592870054e-02	0.000000000000000000e+00
1.509000000000000000e+03	1.222412497029320730e+04	1.054573879016363414e+01	1.153208726001453579e+04	1.745371737061352917e+02	7.149256025052999619e-02	6.805321908019907988e-03	4.065559301506216361e-01	3.119697736488044257e-02	8.043857142857139308e+01	3.421090213775941180e+01	2.314690652107697133e+01	1.008591243683713401e+01	7.141749999999547072e-02	5.001050218588669605e-01	4.068999999999999839e-01	8.963837097367299833e-02	8.043857142857139308e+01	3.889586127534220283e-01	2.906572433150358264e-02	1.592241875932048781e-03	5.841947150851922732e-02	0.000000000000000000e+00
1.510000000000000000e+03	1.225852975541380874e+04	1.040838839651403802e+01	1.154920484040644624e+04	1.705205006482844112e+02	6.468210394631065951e-02	6.738163636464626800e-03	4.061615401513279933e-01	3.152440842691866391e-02	8.043428571428570706e+01	3.445146067721773164e+01	2.312395358254957500e+01	1.014612065478202929e+01	6.463680000001659209e-02	5.037831241495209778e-01	4.064999999999999725e-01	8.957867157519197598e-02	8.043428571428570706e+01	3.854291101644127804e-01	2.627138295906182933e-02	1.787184185274527312e-03	5.710156837663526302e-02	0.000000000000000000e+00
1.511000000000000000e+03	1.229659398680803315e+04	1.048137917811053832e+01	1.156671749423416804e+04	1.708963770039439964e+02	6.322484210289086581e-02	6.295852125848112532e-03	4.057671398454545941e-01	3.186831948400251774e-02	8.041285714285710640e+01	3.471214474640272130e+01	2.309602279435125638e+01	1.021208061421508262e+01	6.320180000000164000e-02	5.032665796286378557e-01	4.061000000000000165e-01	8.951897217671095364e-02	8.041285714285710640e+01	3.815255089838160418e-01	2.565456334727050230e-02	1.533275659412002825e-03	5.972831564673550253e-02	0.000000000000000000e+00
1.512000000000000000e+03	1.233557340682246104e+04	1.085061838440231696e+01	1.158345997205514868e+04	1.729240993576829624e+02	6.860887015284392043e-02	6.419272275546585721e-03	4.053727292328002663e-01	3.222806280514240590e-02	8.037514285714290452e+01	3.497507403961425609e+01	2.306337706680665178e+01	1.027865784648903080e+01	6.860560000001214576e-02	5.015228142110952358e-01	4.057000000000000051e-01	8.945927277822993129e-02	8.037514285714290452e+01	3.775293440794409983e-01	2.781216494343715165e-02	1.335780442916742949e-03	5.489144151414860479e-02	0.000000000000000000e+00
1.513000000000000000e+03	1.237152889615720960e+04	1.116591047195975861e+01	1.160167774831344286e+04	1.892546887191509484e+02	7.979803509772648296e-02	7.285707064572702861e-03	4.049783083131639483e-01	3.260299576959394680e-02	8.032257142857139343e+01	3.527728055694900888e+01	2.302644402170881222e+01	1.035644476055302654e+01	7.981680000000324071e-02	4.999664772264571511e-01	4.052999999999999936e-01	8.939957337974890894e-02	8.032257142857139343e+01	3.738428817113642055e-01	3.231647326059175485e-02	1.368200992680973418e-03	5.088049593441869300e-02	0.000000000000000000e+00
1.514000000000000000e+03	1.240247286680450998e+04	1.129832118400498331e+01	1.162133164479450170e+04	2.034322827332582904e+02	6.740408316809340383e-02	6.216718953487764855e-03	4.045838770863445788e-01	3.299248360997185381e-02	8.025628571428569558e+01	3.562394614207199339e+01	2.298558070633907846e+01	1.044689027594164443e+01	6.743920000002390225e-02	4.983939898688307668e-01	4.048999999999999821e-01	8.933987398126788659e-02	8.025628571428569558e+01	3.706710981070848732e-01	2.727060529959764862e-02	1.176957503065261500e-03	4.646735347103805869e-02	0.000000000000000000e+00
1.515000000000000000e+03	1.243914238656814996e+04	1.125787079292773107e+01	1.164285213015253430e+04	2.777526147777171559e+02	6.758825261835545162e-02	6.540221768222808860e-03	4.042893587747743989e-01	3.340415789339055974e-02	8.017771428571430192e+01	3.602513001222875744e+01	2.294122667820647621e+01	1.055283098272686360e+01	6.764440000000604414e-02	4.966905126678488602e-01	4.046000000000000152e-01	8.928017458278686425e-02	8.017771428571430192e+01	3.669134658174958985e-01	2.732521131178239360e-02	1.395285665174414262e-03	3.063513292179632572e-02	0.000000000000000000e+00
1.516000000000000000e+03	1.247573862688958616e+04	1.107484747316920881e+01	1.167549439100228301e+04	3.182369965732198125e+02	6.299905098244704127e-02	6.603888871292960989e-03	4.038949082299537197e-01	3.382100548510116184e-02	8.008828571428570342e+01	3.559825294454651612e+01	2.289403178274710626e+01	1.042254528038934325e+01	6.307160000000067157e-02	4.949264072826112804e-01	4.042000000000000037e-01	8.922047518430584190e-02	8.008828571428570342e+01	3.631644546138456109e-01	2.544499591512962289e-02	1.631500717694148823e-03	3.124636684236166417e-02	0.000000000000000000e+00
1.517000000000000000e+03	1.251503908515397052e+04	1.094506443033290921e+01	1.170749811178828713e+04	3.297699888971778250e+02	6.569780932579703803e-02	7.067160299374985154e-03	4.035004473773634581e-01	3.425057630178361678e-02	7.998971428571429954e+01	3.505181408602713589e+01	2.284424734819617697e+01	1.025871083395176520e+01	6.577709999999115098e-02	4.916846200346209339e-01	4.037999999999999923e-01	8.916077578582481955e-02	7.998971428571429954e+01	3.591396545778455240e-01	2.650909545467182438e-02	1.810438421116167696e-03	2.863145128206904741e-02	0.000000000000000000e+00
